,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2047,15814536,Lucas Boucher,549,França,Masculino,37,2,112541.54,2,0,0,47432.43,0
2048,15771702,Denise Maillot de la Gillet,567,França,Feminino,35,5,166118.45,2,1,0,127827.18,0
2049,15723008,Éléonore Michaud de la Boutin,720,França,Feminino,45,1,102882.4,2,1,1,35633.15,1
2050,15797160,Philippine Charles,492,França,Feminino,49,8,0.0,1,1,1,182865.09,1
2051,15792222,Océane du Girard,712,França,Feminino,37,1,106881.5,2,0,0,169386.81,0
2052,15644765,Ante Fischer-Striebitz,689,Alemanha,Masculino,26,4,120727.97,1,0,1,149073.88,0
2053,15610686,Théodore Guibert-Gilles,850,França,Masculino,63,8,169832.57,1,0,0,184107.26,1
2054,15730868,Émile Léger,747,França,Masculino,41,5,0.0,2,1,1,22750.17,0
2055,15705991,Phillip Knappe,469,Alemanha,Masculino,38,9,113599.42,1,0,0,11950.29,0
2056,15577078,Eliseo Vázquez Pino,539,Espanha,Masculino,38,6,0.0,1,1,1,152880.07,1
2057,15679550,Thibaut Pereira,743,França,Masculino,32,9,0.0,2,1,0,175252.78,0
2058,15787655,Jules Legrand,707,França,Masculino,47,3,0.0,2,1,0,174303.29,0
2059,15668081,Leticia Gisbert Robledo,581,Espanha,Feminino,50,4,0.0,2,1,1,80701.72,0
2060,15747980,Teófilo Cuervo Poza,737,Espanha,Masculino,38,6,146282.79,2,1,0,198516.2,0
2061,15710295,Elsa Sauer B.Sc.,445,Alemanha,Feminino,38,6,119413.62,2,1,0,175756.36,0
2062,15724443,Jeanette Gertz B.Sc.,703,Alemanha,Feminino,29,3,122084.63,1,0,1,82824.08,0
2063,15571305,Sina Wesack MBA.,588,Alemanha,Feminino,35,1,103060.63,1,1,0,179866.01,1
2064,15569503,Arthur Besnard Le Maillard,765,França,Masculino,44,6,0.0,2,1,1,159899.97,0
2065,15581840,Raymond Vallée,626,França,Masculino,33,8,0.0,2,1,0,138504.28,0
2066,15772262,Dipl.-Ing. Fedor Schmiedt MBA.,545,Alemanha,Masculino,37,9,110483.86,1,1,1,127394.67,0
2067,15767794,Grégoire Lelièvre,744,França,Masculino,31,9,120718.28,1,1,1,58961.49,0
2068,15629338,Flor Vázquez-Tudela,658,Espanha,Feminino,31,2,36566.96,1,1,0,103644.98,1
2069,15790379,Ralf-Peter Bauer-Bachmann,629,Alemanha,Masculino,28,8,108601.0,1,1,1,119647.7,0
2070,15750684,Colette Hervé,719,França,Feminino,42,4,0.0,1,1,0,28465.86,1
2071,15697214,Estela del Camacho,686,Espanha,Feminino,36,5,0.0,2,1,1,152979.14,0
2072,15711015,Gilles de la Marchand,743,França,Masculino,36,4,0.0,2,1,1,190911.02,0
2073,15573309,Teófila Piquer Rios,626,Espanha,Feminino,48,2,0.0,2,1,1,95794.98,0
2074,15805303,Aziz Hartmann-Kraus,661,Alemanha,Masculino,44,1,141136.62,1,1,0,189742.78,1
2075,15741385,Heinz Dieter Zänker,710,Alemanha,Masculino,45,9,108231.37,1,1,1,188574.08,0
2076,15780254,Martin Pereira,654,França,Masculino,40,6,0.0,1,0,0,183872.88,1
2077,15744843,Nereida Gutierrez-Rosselló,569,Espanha,Feminino,34,6,144855.34,1,0,0,196555.32,0
2078,15815626,Philippe Roux-Vallée,640,França,Masculino,63,2,68432.45,2,1,1,112503.24,1
2079,15784736,Thibaut Aubert,562,França,Masculino,45,6,136855.24,1,1,0,46864.0,0
2080,15813412,Bernadette Charpentier,721,França,Feminino,55,3,44020.89,1,1,0,65864.4,1
2081,15809143,Dr. Iwan Stoll B.Eng.,456,Alemanha,Masculino,32,9,133060.63,1,1,1,125167.92,0
2082,15617617,Ariel Ramírez Castelló,811,Espanha,Masculino,39,7,0.0,2,1,1,177519.39,0
2083,15779738,Yves Le Huet,534,França,Masculino,24,1,0.0,1,1,1,169653.32,0
2084,15668669,Josette-Margot Camus,423,França,Feminino,36,5,97665.61,1,1,0,118372.55,1
2085,15687477,Dominik Paffrath-Hiller,594,Alemanha,Masculino,28,5,185013.02,1,1,0,16481.12,0
2086,15578908,Leire Trujillo Agustí,725,Espanha,Feminino,32,0,0.0,2,1,1,138525.19,0
2087,15687658,Émilie Leclercq,716,França,Feminino,52,7,65971.61,2,1,0,14608.0,1
2088,15615020,Lidija Trupp,595,Alemanha,Feminino,41,9,150463.11,2,0,1,81548.38,0
2089,15608886,Laurence Gaillard,679,França,Feminino,33,1,0.0,2,0,0,69608.48,0
2090,15602551,Mohamed Villalonga Villar,667,Espanha,Masculino,39,9,0.0,2,1,0,68873.8,0
2091,15672945,Mathilde Petitjean-Vaillant,661,França,Feminino,37,5,136425.18,1,1,0,81102.81,0
2092,15757408,Victor Velázquez Benet,655,Espanha,Masculino,38,3,250898.09,3,0,1,81054.0,1
2093,15806132,Xavier du Joubert,555,França,Masculino,55,4,146798.81,1,1,1,74149.77,0
2094,15813022,Alonso Berrocal Barranco,531,Espanha,Masculino,70,1,0.0,2,0,0,99503.19,0
2095,15673578,Carina Ziegert,611,Alemanha,Feminino,40,7,128486.91,2,1,0,10109.47,0
2096,15757916,Patricia-Susan Parent,600,França,Feminino,38,9,0.0,2,1,1,58855.85,0
2097,15689168,Seve Campoy Sancho,531,Espanha,Masculino,37,1,143407.29,2,0,1,84402.46,0
2098,15769216,Juliette Gaillard,601,França,Feminino,43,2,0.0,1,1,0,49713.87,1
2099,15593295,Roger Le Lemoine,548,França,Masculino,57,6,76165.65,1,1,1,133537.53,0
2100,15804814,Auguste Pasquier-Poirier,759,França,Masculino,40,4,0.0,2,1,0,124615.59,0
2101,15778934,Noa Tormo Novoa,678,Espanha,Feminino,49,8,0.0,2,0,1,98090.69,0
2102,15802351,Frau Betina Gutknecht,755,Alemanha,Feminino,33,6,90560.3,2,1,1,42607.69,0
2103,15630241,Martin-Yves Mahe,594,França,Masculino,61,3,62391.22,1,1,1,192434.11,0
2104,15719561,Marcel-Alain Masson,768,França,Masculino,42,5,0.0,3,0,0,60686.4,0
2105,15615096,Brigitte Morin,492,França,Feminino,31,7,0.0,2,1,1,49463.44,0
2106,15659931,Kati Staude,637,Alemanha,Feminino,55,1,123378.2,1,1,0,81431.99,1
2107,15714586,Susana del Donaire,646,Espanha,Feminino,42,3,99836.47,1,0,1,22909.56,0
2108,15634949,Eckehard Schuster B.Sc.,593,Alemanha,Masculino,74,5,161434.36,2,1,1,65532.17,0
2109,15589224,Lucho Cortes Gutiérrez,596,Espanha,Masculino,41,5,0.0,2,0,1,141053.85,0
2110,15795990,Erika Mitschke B.A.,722,Alemanha,Feminino,48,10,138311.76,1,1,1,3472.63,1
2111,15603216,Raymond-Henri Lemaire,642,França,Masculino,25,7,0.0,2,1,0,102083.78,0
2112,15631201,Rocío Rosselló Montesinos,472,Espanha,Feminino,28,4,0.0,2,1,0,1801.77,0
2113,15686255,John Förster B.Eng.,738,Alemanha,Masculino,35,6,101744.84,1,0,0,85185.44,0
2114,15746594,Aitor Grau Gaya,732,Espanha,Masculino,33,8,0.0,1,1,0,119882.7,0
2115,15718893,Frau Irena Lindau,404,Alemanha,Feminino,54,4,125456.07,1,1,0,83715.66,1
2116,15671609,Luc Leroux,701,França,Masculino,44,7,0.0,2,1,0,23425.78,0
2117,15652540,Adrien Boucher,683,França,Masculino,31,2,0.0,2,0,1,77326.78,0
2118,15774857,Lucy de Traore,460,França,Feminino,27,7,0.0,2,1,0,156150.08,1
2119,15791836,Patrick Allain,690,França,Masculino,29,5,0.0,2,1,0,108577.97,0
2120,15651554,Ing. Lieselotte Rogge,618,Alemanha,Feminino,54,4,118449.21,1,1,1,133573.29,1
2121,15583576,Théophile Dubois de la Ledoux,671,França,Masculino,30,2,0.0,1,0,1,102057.86,0
2122,15732740,Natalia Torrens Falcón,765,Espanha,Feminino,32,9,178095.55,1,0,0,47247.56,0
2123,15723320,Birgitta Gute B.Sc.,651,Alemanha,Feminino,25,2,109175.14,2,1,0,114566.47,0
2124,15603851,Martin Blanc,704,França,Masculino,32,7,127785.17,4,0,0,184464.7,1
2125,15777923,Claude Rey,544,França,Feminino,45,6,0.0,2,0,1,151401.33,0
2126,15735719,Lucy-Patricia Clément,790,França,Feminino,40,9,0.0,2,1,1,70607.1,0
2127,15703482,Ottfried Hethur-Schleich,710,Alemanha,Masculino,34,9,134260.36,2,1,0,147074.67,0
2128,15605835,Aimé Maury,743,França,Masculino,37,8,69143.91,2,0,1,105780.18,0
2129,15664881,Yves Teixeira,702,França,Masculino,34,4,100054.77,1,1,0,109496.45,0
2130,15757568,Isabelle Mathieu,704,França,Feminino,45,6,0.0,1,1,1,137739.45,0
2131,15792660,Emmanuel Payet,614,França,Masculino,38,2,116248.88,1,1,0,105140.92,0
2132,15599722,Esperanza Alarcón Manzano,609,Espanha,Feminino,43,6,86053.52,2,1,1,113276.46,1
2133,15726354,Gabrielle Alves,688,França,Feminino,32,6,123157.95,1,1,0,172531.23,0
2134,15610355,Timothée-Olivier Lebreton,713,França,Masculino,44,1,63438.91,1,1,0,64375.4,0
2135,15704284,Prof. Petros Müller B.Eng.,736,Alemanha,Masculino,57,9,95295.39,1,1,0,28434.44,1
2136,15621893,Adrien Benoit,727,França,Masculino,18,4,133550.67,1,1,1,46941.41,0
2137,15588219,Sabine Foucher,850,França,Feminino,38,1,106871.81,2,1,0,29333.01,0
2138,15688619,Valerio Garzón Valenzuela,718,Espanha,Masculino,45,3,105266.32,2,1,1,193724.51,0
2139,15765518,Sylvie Cousin Le Maillet,643,França,Feminino,51,2,105229.53,1,1,0,34967.75,1
2140,15616931,Matthieu Cordier,653,França,Masculino,41,8,102768.42,1,1,0,55663.85,0
2141,15758372,Isaac Petit,674,França,Masculino,18,7,0.0,2,1,1,55753.12,1
2142,15782591,Robert de la Baudry,690,França,Masculino,35,6,112689.95,1,1,0,176962.31,0
2143,15612109,Raymond Fleury,819,França,Masculino,38,9,122334.26,2,1,1,181507.44,0
2144,15613712,Aníbal Ildefonso Blázquez Cueto,634,Espanha,Masculino,34,1,0.0,2,1,0,61995.57,0
2145,15639322,Gerardo Vilar Castilla,633,Espanha,Masculino,33,4,137847.41,2,1,0,98349.13,0
2146,15594349,Marcel Da Silva,850,França,Masculino,49,5,122486.47,1,0,1,59748.19,0
2147,15574167,Vincent-Patrick Legros,665,França,Masculino,33,2,101286.11,1,1,1,159840.51,0
2148,15811842,Arsenio Luque Isern,630,Espanha,Masculino,26,7,0.0,2,1,1,6656.64,0
2149,15648794,Sancho Torrent Torrens,836,Espanha,Masculino,57,4,101247.06,1,1,0,37141.62,1
2150,15771211,Patrick Le Gilbert,668,França,Masculino,38,10,86977.96,1,0,1,37094.75,0
2151,15588614,Vincent Raynaud,753,França,Masculino,57,7,0.0,1,1,0,159475.08,1
2152,15630698,Michelle Rodrigues,745,França,Feminino,55,9,110123.59,1,0,1,51548.14,1
2153,15694200,François Duval-Fleury,693,França,Masculino,36,8,178111.82,1,0,0,58719.63,1
2154,15721426,Cengiz Hübel,606,Alemanha,Masculino,65,10,126306.64,3,0,0,7861.68,1
2155,15725997,Sophie Traore,660,França,Feminino,35,6,100768.77,1,1,0,19199.61,0
2156,15762138,Aimé-Thibaut Briand,608,França,Masculino,42,5,0.0,2,1,0,178504.29,0
2157,15750649,Chantal Turpin,744,França,Feminino,44,3,0.0,2,1,1,189016.14,0
2158,15685706,Geneviève Monnier,731,França,Feminino,40,7,118991.79,1,1,1,156048.64,0
2159,15641835,Louis Weiss,683,França,Masculino,72,3,140997.26,1,0,1,52876.41,0
2160,15586821,Auguste Hamel,727,França,Masculino,28,5,0.0,2,0,1,19653.08,0
2161,15569678,Karsten Fliegner,561,Alemanha,Masculino,32,6,166824.59,1,1,0,139451.98,0
2162,15793842,Brigitte Albert,700,França,Feminino,34,2,76322.69,1,1,0,128136.29,0
2163,15667554,Michel Baron-Jacob,605,França,Masculino,35,6,0.0,2,1,1,45206.57,0
2164,15794479,Fausto Borrás Gabaldón,767,Espanha,Masculino,77,8,149083.7,1,1,1,190146.83,0
2165,15585041,Bertrand Huet,511,França,Masculino,33,7,0.0,2,0,1,158313.87,0
2166,15780650,François Dumont,667,França,Masculino,40,9,0.0,1,1,1,96670.2,0
2167,15780846,Matthieu Hardy,787,França,Masculino,33,1,126588.81,2,0,1,62163.53,0
2168,15805260,Augusta Sager,705,Alemanha,Feminino,56,2,143249.67,1,1,0,88428.41,1
2169,15621629,Klemens Pechel,773,Alemanha,Masculino,43,8,81844.91,2,1,1,35908.46,0
2170,15662151,Léon Rémy,554,França,Masculino,40,4,0.0,1,0,1,168780.04,0
2171,15747174,Herr Hannes Margraf B.A.,526,Alemanha,Masculino,58,9,190298.89,2,1,1,191263.76,0
2172,15651585,Dipl.-Ing. Norman Christoph,661,Alemanha,Masculino,35,2,117212.18,1,1,1,83052.03,0
2173,15649738,Michelle Bourgeois,698,França,Feminino,46,0,0.0,2,1,1,125962.02,0
2174,15633108,Guillaume Faivre,646,França,Masculino,26,4,139848.17,1,1,0,164696.27,0
2175,15769254,Dipl.-Ing. Lisa Heser MBA.,757,Alemanha,Feminino,34,9,101861.36,2,0,0,187011.96,0
2176,15704746,Arsenio Huerta Cano,699,Espanha,Masculino,35,2,167455.66,2,1,1,55324.49,0
2177,15637644,Alice Le Legendre,667,França,Feminino,24,4,0.0,2,0,1,34335.55,0
2178,15609562,Tamara Zabaleta Cal,774,Espanha,Feminino,43,1,116360.07,1,1,0,17004.14,0
2179,15787459,Roberto Vidal Plaza,745,Espanha,Masculino,40,3,88466.82,1,0,0,116331.42,0
2180,15762902,Jeanne Launay-Gros,649,França,Feminino,42,7,0.0,2,0,1,22974.01,0
2181,15738605,Resi Mülichen,634,Alemanha,Feminino,46,5,123642.36,1,1,1,49725.16,1
2182,15724889,Glauco de Mesa,665,Espanha,Masculino,38,9,0.0,1,0,1,87412.74,0
2183,15730735,Guillaume Buisson,713,França,Masculino,38,9,72286.84,2,1,1,26136.89,0
2184,15689147,Margot de la Martin,652,França,Feminino,40,1,0.0,2,1,0,126554.96,0
2185,15730397,Guiomar Isidoro Juliá Valera,739,Espanha,Masculino,40,1,109681.61,1,1,1,193321.3,0
2186,15762169,Helfried Jähn MBA.,556,Alemanha,Masculino,37,9,145018.64,2,1,0,90928.02,1
2187,15589320,Rogelio Casanovas,699,Espanha,Masculino,34,8,0.0,1,1,1,76510.46,0
2188,15799211,Loida Montero,708,Espanha,Feminino,32,8,187487.63,1,1,1,120115.5,0
2189,15798310,Maurice Le Seguin,480,França,Masculino,35,2,165692.91,1,1,1,197984.58,0
2190,15609998,Olav Häring B.Eng.,700,Alemanha,Feminino,59,5,137648.41,1,1,0,142977.05,1
2191,15583548,Rosalía Oliver,525,Espanha,Feminino,47,6,118560.0,1,1,0,82522.61,1
2192,15761763,Alain Rossi-Peron,845,França,Masculino,33,8,164385.53,1,1,0,150664.97,0
2193,15764409,Richard-Roland Albert,613,França,Masculino,37,9,108286.5,1,1,1,114153.44,0
2194,15710161,Hélène Le Blanchet,850,França,Feminino,34,2,0.0,2,1,1,171706.66,0
2195,15735246,Raquel Ferrando Santos,798,Espanha,Feminino,58,9,0.0,2,0,0,119071.56,1
2196,15791700,Gerfried Ernst,773,Alemanha,Masculino,47,2,118079.47,4,1,1,143007.49,1
2197,15670753,Atilio Arranz Jiménez,614,Espanha,Masculino,35,2,127283.78,1,1,1,31302.35,0
2198,15573876,Chema Montes Tapia,473,Espanha,Masculino,48,8,0.0,2,1,0,71139.8,0
2199,15770174,Frédéric Delorme,762,França,Masculino,29,6,141389.06,1,1,0,54122.89,0
2200,15641114,Maurice Berger,701,França,Masculino,37,8,130091.5,1,1,1,120031.29,0
2201,15682435,Honoré du Meunier,600,França,Masculino,35,4,143744.77,2,1,0,104076.51,0
2202,15751788,Rafa de Blanes,850,Espanha,Masculino,28,9,97408.03,1,1,1,175853.64,0
2203,15672598,Santos Noguera Barroso,613,Espanha,Masculino,30,9,111927.45,1,1,1,175795.87,0
2204,15762803,Honoré Fleury,509,França,Masculino,31,3,0.0,2,1,0,15360.91,0
2205,15812982,Roldán Raúl Villegas Roda,509,Espanha,Masculino,38,2,0.0,1,0,0,168460.12,0
2206,15597901,Alfred Descamps,609,França,Masculino,34,1,0.0,1,1,1,181177.9,0
2207,15731507,Colette Rousset,456,França,Feminino,33,1,188285.68,1,0,0,58363.94,0
2208,15809826,Henriette Sanchez Le Gonzalez,728,França,Feminino,46,2,109705.52,1,1,0,20276.87,1
2209,15764237,Adolfo Cobo Balaguer,663,Espanha,Masculino,33,9,0.0,2,0,0,91514.62,0
2210,15769917,Univ.Prof. Stilla Cichorius,673,Alemanha,Feminino,34,1,127122.79,3,0,1,76703.1,0
2211,15641850,Emmanuel Delaunay,717,França,Masculino,40,0,98241.04,1,1,0,110887.14,0
2212,15770974,Danielle Adler,741,Alemanha,Feminino,37,8,170840.08,2,0,0,109843.16,0
2213,15803749,Birgit Girschner,498,Alemanha,Feminino,41,4,87541.06,2,1,1,12577.21,1
2214,15684999,Camille du Caron,850,França,Feminino,26,4,62610.96,2,0,1,179365.1,0
2215,15770225,Julien Clerc,493,França,Masculino,36,9,0.0,2,1,1,65816.53,0
2216,15627484,Lucy Nicolas,686,França,Feminino,47,5,113328.93,1,1,0,124170.9,0
2217,15610337,Fabio Monreal Salvà,666,Espanha,Masculino,35,2,104832.49,1,1,0,175015.12,0
2218,15752488,Gabriela Pavón Diez,733,Espanha,Feminino,31,9,102289.85,1,1,1,115441.66,0
2219,15610056,Dipl.-Ing. Tania Lorch B.Eng.,631,Alemanha,Feminino,34,6,125227.82,2,0,1,128247.03,0
2220,15806049,Alicia Döhn,714,Alemanha,Feminino,49,5,140510.89,1,1,0,141914.94,0
2221,15736069,Gloria Nohlmans,767,Alemanha,Feminino,35,6,132253.22,1,1,0,115566.57,1
2222,15763662,Wolf Huhn,711,Alemanha,Masculino,43,2,39043.29,2,1,1,175423.69,0
2223,15615575,Tristan du Mendès,722,França,Masculino,34,8,0.0,2,1,1,133447.49,0
2224,15691723,Américo Carbó-Fabra,631,Espanha,Masculino,55,9,99685.06,1,1,0,114474.98,0
2225,15774098,Dr. Ingolf Schmiedecke MBA.,701,Alemanha,Masculino,38,3,125385.49,2,0,1,52044.66,0
2226,15750808,Rosendo Rojas Vendrell,790,Espanha,Masculino,46,2,131365.37,2,1,1,180290.68,0
2227,15744368,Nico Seguí Rivas,633,Espanha,Masculino,58,6,98308.51,1,1,1,132034.13,0
2228,15610594,Andrée Becker,644,França,Feminino,37,8,0.0,2,1,0,20968.88,0
2229,15756125,Kike Antón-Roman,757,Espanha,Masculino,44,5,140856.16,2,1,0,158735.1,0
2230,15623277,Amélie Grenier,696,França,Feminino,30,8,0.0,2,1,1,196134.44,0
2231,15795954,Arthur Garcia-Guyot,746,França,Masculino,35,2,172274.01,1,1,0,22374.97,0
2232,15671969,Goyo Jaume-Sainz,649,Espanha,Masculino,36,8,0.0,2,1,0,161668.15,0
2233,15791268,Remigio Segovia-Tur,565,Espanha,Masculino,38,0,122447.76,1,0,0,67339.34,0
2234,15713655,Jeanne Dubois-Bruneau,720,França,Feminino,38,10,0.0,2,1,1,56229.72,1
2235,15633930,Eligia del Perea,648,Espanha,Feminino,56,6,157559.59,2,1,0,140991.23,1
2236,15712849,Herr August Weitzel,632,Alemanha,Masculino,41,3,126550.7,1,0,0,177644.52,1
2237,15639077,Nicole Godard,622,França,Feminino,30,2,158584.82,3,1,0,142342.55,1
2238,15808784,Richard Fournier,835,França,Masculino,28,2,163569.61,2,1,1,154559.28,0
2239,15648577,Agnès Mercier-Duval,493,França,Feminino,31,3,0.0,1,1,1,176570.28,1
2240,15670345,Dipl.-Ing. Catherine Plath B.Sc.,785,Alemanha,Feminino,33,6,127211.45,1,0,0,191961.83,0
2241,15633112,Prof. Gereon Kranz,681,Alemanha,Masculino,42,3,118199.97,2,1,0,9452.88,1
2242,15714397,Kerstin Noack,621,Alemanha,Feminino,30,2,101014.08,2,1,1,165257.31,0
2243,15780038,Santos Fabricio Arroyo Álamo,756,Espanha,Masculino,38,6,119208.85,1,1,0,169763.89,1
2244,15756305,Marie Huet-Fleury,515,França,Feminino,66,6,0.0,2,1,1,160663.11,0
2245,15578799,Victoire Léger,625,França,Feminino,58,10,53772.73,1,1,1,192072.1,1
2246,15800326,Alexandra Abril,717,Espanha,Feminino,39,6,0.0,2,1,0,93275.61,0
2247,15785485,Isabell Klapp B.Sc.,595,Alemanha,Feminino,41,2,138878.81,1,0,1,112269.67,0
2248,15783958,Luz del Vargas,539,Espanha,Feminino,37,1,130922.81,2,0,0,2186.83,0
2249,15727546,Émile Rossi,762,França,Masculino,35,9,0.0,2,1,1,43075.7,0
2250,15739576,Hugo Naranjo Diéguez,706,Espanha,Masculino,20,8,0.0,2,1,1,12368.11,0
2251,15631333,Nieves Castell Bernal,677,Espanha,Feminino,25,8,130866.19,1,1,0,42410.21,0
2252,15604782,Prof. Sara Krebs,733,Alemanha,Feminino,33,7,187257.94,1,0,1,190430.81,0
2253,15589643,Daniela del Fuster,684,Espanha,Feminino,41,7,0.0,1,1,1,138394.37,0
2254,15585533,Luc de la Fischer,679,França,Masculino,36,6,147733.64,1,0,1,172501.38,0
2255,15681506,Vicente Ricart Grande,478,Espanha,Masculino,43,1,0.0,2,1,1,197916.43,0
2256,15630551,Benjamin Morvan,696,França,Masculino,33,2,163139.27,1,1,1,7035.36,0
2257,15698349,Olivia Guerra,686,Espanha,Feminino,35,4,0.0,2,1,1,159676.55,0
2258,15776631,Lucie Dubois,466,França,Feminino,36,5,119540.15,1,0,1,80603.99,0
2259,15762216,Océane Guyot,686,França,Feminino,41,4,129553.76,2,1,0,187599.8,0
2260,15623927,Éric Le Gomes,576,França,Masculino,55,9,0.0,2,1,1,94450.97,0
2261,15681402,Nadia Tlustek,763,Alemanha,Feminino,61,1,66101.89,1,1,1,143981.27,0
2262,15586264,Gilbert Hoareau,572,França,Masculino,43,2,140431.98,1,1,0,26450.57,1
2263,15594685,Émilie Regnier Le Vasseur,757,França,Feminino,49,2,0.0,2,0,0,164482.92,0
2264,15812945,Marie Duval de la Moreno,582,França,Feminino,29,0,0.0,1,1,1,84012.81,0
2265,15734628,Alex Sauvage,623,França,Feminino,35,5,0.0,2,1,0,101192.08,0
2266,15629323,Prof. Anna Klapp,617,Alemanha,Feminino,37,4,116471.43,2,1,0,175324.74,1
2267,15666823,Daniel Le Goff,425,França,Masculino,39,4,0.0,2,1,0,197226.32,0
2268,15777553,Caroline Guyon,659,França,Feminino,56,9,123785.24,1,1,0,99504.03,1
2269,15613097,Claire Pereira,605,França,Feminino,33,4,0.0,2,0,1,83700.66,0
2270,15622217,Michelle Loiseau,538,França,Feminino,38,8,88758.95,2,0,0,28226.15,1
2271,15703588,Heinz-Dieter Bärer,665,Alemanha,Masculino,25,5,153611.83,2,1,0,35321.65,0
2272,15570835,Katerina Gertz,491,Alemanha,Feminino,57,4,112044.72,1,1,1,41229.73,1
2273,15679299,Vera Carbó-Villalobos,726,Espanha,Feminino,27,7,123826.07,1,0,1,78970.58,0
2274,15808044,Anne Rossi,580,França,Feminino,65,9,106804.26,3,1,0,107890.69,1
2275,15579208,Josette-Louise Texier,550,França,Feminino,48,6,0.0,2,1,1,191870.28,0
2276,15684951,Élisabeth Berthelot,542,França,Feminino,59,2,68892.77,2,1,0,7905.06,1
2277,15667620,Élisabeth Boulanger,732,França,Feminino,43,6,0.0,2,1,0,65731.53,0
2278,15582960,Maggie Legendre,473,França,Feminino,33,5,125827.43,1,0,1,145698.73,0
2279,15590730,Wilfredo Manrique,745,Espanha,Masculino,34,9,0.0,2,1,0,50046.25,0
2280,15763747,Benjamin Fournier,732,França,Masculino,36,7,0.0,2,1,1,60830.24,0
2281,15778320,Univ.Prof. Ehrentraud Losekann MBA.,848,Alemanha,Feminino,40,5,148495.64,1,0,0,158853.98,0
2282,15642787,Gabriel-Eugène Maréchal,572,França,Masculino,37,1,133043.66,1,0,0,111243.09,0
2283,15624633,Augustin du Maurice,702,França,Masculino,45,9,74989.58,1,1,1,171014.69,0
2284,15766765,Giorgio Jacobi Jäckel-Gumprich,664,Alemanha,Masculino,39,7,60263.23,1,1,0,170835.32,0
2285,15783615,Necati Langern,630,Alemanha,Masculino,50,3,129370.91,4,1,1,47775.34,1
2286,15640161,Recep Wilms,618,Alemanha,Masculino,44,5,157955.83,2,0,0,139297.71,0
2287,15619889,Julien Marchand,556,França,Masculino,26,4,0.0,1,1,0,195167.38,0
2288,15579166,Luce Bourdon,619,França,Feminino,30,7,70729.17,1,1,1,160948.87,0
2289,15789097,Philippe Peron de la Rivière,644,França,Masculino,48,8,0.0,2,0,1,44965.54,1
2290,15674880,Ale León Bru,658,Espanha,Masculino,50,2,0.0,2,1,0,52137.73,0
2291,15778157,Rómulo Lopez Rosales,598,Espanha,Masculino,27,8,90721.52,2,1,0,109296.18,0
2292,15779064,Gilles Le Clément,677,França,Masculino,27,2,0.0,2,1,1,20092.89,0
2293,15801265,Jordana Quirós Rivera,689,Espanha,Feminino,45,0,57784.22,1,1,0,197804.0,1
2294,15589204,Thierry Laroche du Dupuis,591,França,Masculino,33,9,131765.72,1,1,0,118782.06,0
2295,15664543,René Lemaire,699,França,Masculino,40,7,0.0,1,0,1,152876.13,1
2296,15582714,Ruben Meister,749,Alemanha,Masculino,47,9,110022.74,1,0,1,135655.29,1
2297,15797595,Diane Guillet,709,França,Feminino,40,9,131569.63,1,1,1,103970.58,0
2298,15614034,Sergei Renner,607,Alemanha,Masculino,61,2,164523.5,2,1,1,35786.76,0
2299,15763171,Dipl.-Ing. Clarissa Sager,650,Alemanha,Feminino,25,2,114330.95,1,1,1,25325.07,0
2300,15647266,Elena Roig Ariño,651,Espanha,Feminino,45,10,135923.16,1,1,0,18732.84,0
2301,15757577,Sabine Charles,676,França,Feminino,61,8,0.0,2,1,1,118522.73,0
2302,15736656,Dorothée Muller de la Lecoq,723,França,Feminino,49,4,0.0,2,0,1,89972.25,0
2303,15635078,Cecilio Manrique Niño,714,Espanha,Masculino,45,0,124693.48,1,0,1,187194.15,0
2304,15680141,Loida Morán Acedo,759,Espanha,Feminino,35,7,147936.42,1,1,1,106785.7,0
2305,15576945,Timothée Olivier,582,França,Masculino,29,0,0.0,1,1,0,142516.35,0
2306,15602034,Margot Le De Oliveira,697,França,Feminino,34,2,126558.92,1,1,0,73334.43,0
2307,15732020,Mike Siering,610,Alemanha,Masculino,57,6,106938.11,2,0,1,186612.47,0
2308,15611029,Jessika Stadelmann,488,Alemanha,Feminino,33,4,140002.35,1,1,0,123613.81,0
2309,15621210,Moritz Geisel,599,Alemanha,Masculino,46,9,123444.72,1,1,1,31368.08,1
2310,15569222,Augustin Salmon de Dias,781,França,Masculino,32,6,147107.91,1,1,1,40066.95,0
2311,15664639,Guillaume Chevallier,645,França,Masculino,19,9,128514.84,1,0,0,175969.19,0
2312,15724223,Margaux Meunier de la Ollivier,545,França,Feminino,55,5,0.0,1,0,0,10034.77,1
2313,15644621,Adriane Christoph-Ladeck,597,Alemanha,Feminino,40,9,106756.01,2,1,0,151167.94,0
2314,15756056,Regina Alemany Madrigal,561,Espanha,Feminino,28,3,0.0,2,1,0,191387.76,0
2315,15700353,Margaux-Dorothée Vallée,662,França,Feminino,37,6,0.0,2,1,0,51229.17,0
2316,15624388,Elif Jähn,649,Alemanha,Feminino,50,5,155393.32,1,1,1,87351.42,1
2317,15627212,Claude de Ferrand,630,França,Feminino,36,2,110414.48,1,1,1,48984.95,0
2318,15648005,Ciro Gilabert Botella,672,Espanha,Masculino,33,2,0.0,2,1,1,182738.0,0
